cod_articulo,nom_articulo,articulo_padre,tamano
GSE80001-SP-P2-15,Alternator front cover,GENERADOR 8.0 KW DIESEL SILENCIOSO 8KW 13HP INGCO GSE80001,Mediano
GSE80001-SP-P2-4,Carbon brush,GENERADOR 8.0 KW DIESEL SILENCIOSO 8KW 13HP INGCO GSE80001,Chico
GSE80001-SP-P2-5,AVR,GENERADOR 8.0 KW DIESEL SILENCIOSO 8KW 13HP INGCO GSE80001,Chico
GSE80001-SP-P2-7,Alternator rear cover,GENERADOR 8.0 KW DIESEL SILENCIOSO 8KW 13HP INGCO GSE80001,Mediano
GSE80001-SP-P2-8,Stator,GENERADOR 8.0 KW DIESEL SILENCIOSO 8KW 13HP INGCO GSE80001,
GSE80001-SP-P3-11,Engine block,GENERADOR 8.0 KW DIESEL SILENCIOSO 8KW 13HP INGCO GSE80001,Extradimensional
GSE80001-SP-P3-3,Crankcase cover gasket,GENERADOR 8.0 KW DIESEL SILENCIOSO 8KW 13HP INGCO GSE80001,
GSE80001-SP-P4-10,Intake valve,GENERADOR 8.0 KW DIESEL SILENCIOSO 8KW 13HP INGCO GSE80001,Chico
GSE80001-SP-P4-9,Exhaust valve,GENERADOR 8.0 KW DIESEL SILENCIOSO 8KW 13HP INGCO GSE80001,
GSE80001-SP-P6-15,Oil filter cleaning element,GENERADOR 8.0 KW DIESEL SILENCIOSO 8KW 13HP INGCO GSE80001,Chico
GSE80001-SP-P6-2,Piston pin,GENERADOR 8.0 KW DIESEL SILENCIOSO 8KW 13HP INGCO GSE80001,
GSE80001-SP-P6-3,Piston ring,GENERADOR 8.0 KW DIESEL SILENCIOSO 8KW 13HP INGCO GSE80001,
GSE80001-SP-P6-4,Piston,GENERADOR 8.0 KW DIESEL SILENCIOSO 8KW 13HP INGCO GSE80001,
GSE80001-SP-P6-5,Connecting rod,GENERADOR 8.0 KW DIESEL SILENCIOSO 8KW 13HP INGCO GSE80001,Mediano
GSE80001-SP-P7-5,Starting motor assembly,GENERADOR 8.0 KW DIESEL SILENCIOSO 8KW 13HP INGCO GSE80001,
GSE80001-SP-P7-7,Volt regulator,GENERADOR 8.0 KW DIESEL SILENCIOSO 8KW 13HP INGCO GSE80001,Chico
GSE80001-SP-S.K,Start Key,GENERADOR 8.0 KW DIESEL SILENCIOSO 8KW 13HP INGCO GSE80001,Chico
GSF16-1-SP-R.S.A,Recoil Starter Assembly,MAQUINA CORTA PAVIMENTO INDUSTRIAL 120KG 13.0HP INGCO GSF16-1,Mediano
GSF16-2-SP-15,GSF16-2-SP-15,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Chico
GSF16-2-SP-16,GSF16-2-SP-16,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Chico
GSF16-2-SP-18,Handle lever(pair),MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Mediano
GSF16-2-SP-21,GSF16-2-SP-21,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Chico
GSF16-2-SP-22,GSF16-2-SP-22,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Chico
GSF16-2-SP-23,Engine,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Extradimensional
GSF16-2-SP-24,GSF16-2-SP-24,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,
GSF16-2-SP-25,GSF16-2-SP-25,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,
GSF16-2-SP-3/31,"Water tank/Cap,water tank",MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,
GSF16-2-SP-38,GSF16-2-SP-38,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,
GSF16-2-SP-4,Blade Guard,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Grande
GSF16-2-SP-48,GSF16-2-SP-48,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Chico
GSF16-2-SP-5,GSF16-2-SP-5,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,
GSF16-2-SP-60,Pointer Wheel,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Chico
GSF16-2-SP-7,GSF16-2-SP-7,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Chico
GSF16-2-SP-8,Principal Axis,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Mediano
GSF16-2-SP-A.F,GSF16-2-SP-A.F,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Chico
GSF16-2-SP-CAR,GSF16-2-SP-CAR,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Mediano
GSF16-2-SP-E101,Control Assy.,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Mediano
GSF16-2-SP-E18,Cylinder Head Comp,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Grande
GSF16-2-SP-E19,"Gasket, Cylinder",MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Chico
GSF16-2-SP-E21,Valve Assy.,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,
GSF16-2-SP-E36,Connecting Rod Assy,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,
GSF16-2-SP-E38,Crankshaft Assy,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Mediano
GSF16-2-SP-E41,Camshaft Assy,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Mediano
GSF16-2-SP-E57,Muffler Assy.,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Mediano
GSF16-2-SP-E65,Air Filter,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Mediano
GSF16-2-SP-E77,Flywheel Comp,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Mediano
GSF16-2-SP-E78,Fan Cooling,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,
GSF16-2-SP-E83,Starter Assy.,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Mediano
GSF16-2-SP-E95,"Switch Assy., Oil Level",MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Chico
GSF16-2-SP-I.C,"Coil Assy . , Ignition",MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Chico
GSF16-2-SP-P.R.S,Piston Ring Set,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Chico
GSF16-2-SP-P.W.A,Power washer assembly,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Grande
GSF16-2-SP-PISTON,GSF16-2-SP-PISTON,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,
GSF16-2-SP-R.S,GSF16-2-SP-R.S,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Chico
GSF16-2-SP-S.P,Spark Plug,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,Chico
GSF16-2-SP-SWITCH,GSF16-2-SP-SWITCH,MAQUINA CORTA PAVIMENTO INDUSTRIAL GSF16-2  INGCO,
GT3501-SP-10,Innerlead,BORDEADORA 350W INGCO  11000 RMP 250MM DIAMETRO DE CORTE,
GT3501-SP-13,MOTOR,BORDEADORA 350W INGCO  11000 RMP 250MM DIAMETRO DE CORTE,Chico
GT3501-SP-13A,CarbonBrush,BORDEADORA 350W INGCO  11000 RMP 250MM DIAMETRO DE CORTE,Chico
GT3501-SP-16,Connect,BORDEADORA 350W INGCO  11000 RMP 250MM DIAMETRO DE CORTE,Chico
GT3501-SP-17,Connectcover,BORDEADORA 350W INGCO  11000 RMP 250MM DIAMETRO DE CORTE,Chico
GT3501-SP-19,Connectcover,BORDEADORA 350W INGCO  11000 RMP 250MM DIAMETRO DE CORTE,
GT3501-SP-22,Guard,BORDEADORA 350W INGCO  11000 RMP 250MM DIAMETRO DE CORTE,
GT3501-SP-24,Spring,BORDEADORA 350W INGCO  11000 RMP 250MM DIAMETRO DE CORTE,Chico
GT3501-SP-7,Switchspring,BORDEADORA 350W INGCO  11000 RMP 250MM DIAMETRO DE CORTE,
GT3501-SP-8,Switchbutton,BORDEADORA 350W INGCO  11000 RMP 250MM DIAMETRO DE CORTE,Chico
GT3501-SP-9,Jiggleswitch,BORDEADORA 350W INGCO  11000 RMP 250MM DIAMETRO DE CORTE,
GT3512-SP-10,Switch button spring,BORDEADORA 350W TELESCOPICA INGCO GT3512,Chico
GT3512-SP-11,switch button,BORDEADORA 350W TELESCOPICA INGCO GT3512,
GT3512-SP-14,auxiliary handle,BORDEADORA 350W TELESCOPICA INGCO GT3512,
GT3512-SP-27,Motor,BORDEADORA 350W TELESCOPICA INGCO GT3512,
GT3512-SP-31-36,Timmer Grass,BORDEADORA 350W TELESCOPICA INGCO GT3512,Chico
GT3512-SP-37,Shield,BORDEADORA 350W TELESCOPICA INGCO GT3512,
GT3512-SP-6,Switch,BORDEADORA 350W TELESCOPICA INGCO GT3512,Chico
GVR-2-SP-1,Engine,(máquina desconocida),
GVR-2-SP-6,Couplingcore,(máquina desconocida),Chico
GVR-2-SP-7,Couplingcover,(máquina desconocida),
GVR-2-SP-8,CouplingAssy,(máquina desconocida),Chico
GVR-2-SP-A.F,Air filter element,(máquina desconocida),
GVR-2-SP-C.S,crank shaft,(máquina desconocida),Mediano
GVR-2-SP-CAR,carburetor,(máquina desconocida),Mediano
GVR-2-SP-F.R.S,flame rollout switch,(máquina desconocida),Chico
GVR-2-SP-P.C.R,piston&connecting  rod,(máquina desconocida),Chico
GVR-2-SP-P.R.S,piston ring set,(máquina desconocida),Chico
GVR-2-SP-S.P.P,Start To Pull Plate,(máquina desconocida),Chico
GWP102-SP-1,ENGINEFC152,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Grande
GWP102-SP-1-1,FUEL CAP,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-11,"GASKET,VALVECOVER",MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-12,PISTONRINGSET5PCS,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-1-13,"Circlip,PistonPin",MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-14,PISTON,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-1-15,PISTONPIN,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-16,CONNECTINGROD,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-17,EXHAUSTVAVLE,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-18,INTAKEVAVLE,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-19,INTAKEVALVESEAL,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-2,FUELTANK,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Extradimensional
GWP102-SP-1-20,ValveSpring,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-21,VALVESPRINGSEAT,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-23,TAPPET,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-1-24,CAMSHAFT,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-25,CRANKCASE,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Mediano
GWP102-SP-1-26,OILSEAL,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-28,CoolingFan,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-1-29,STARTERCUP,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-3,FUELCOCK,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-1-32,ENGINESWITCH,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-1-33,RecoilStarter,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Mediano
GWP102-SP-1-34,IGNITIONCOIL,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-38,CRANKSHAFT,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Mediano
GWP102-SP-1-39,Bearing6203,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-41,"GASKET,CRANKCASECOVER",MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-42,CRANKCASECOVER,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-1-44,DIPSTICK,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-1-45,"GASKET,MUFFLER",MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-1-46,MUFFLER,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-1-49,"GASKET,CARBURETORINSULATOR",MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-1-50,CARBURETORINSULATOR,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-51,CARBURETORGASKET,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-1-52,CARBURETOR,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Mediano
GWP102-SP-1-53,AIRFILTERGASKET,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-1-55,AIRFILTER,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-57,OILSEAL,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-1-66,OIL COVER GASKET,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-68,OIL HOUSE COVER GASKET,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-1-9,ValveCover,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-12,Mechanicalseal,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-13,"SealRing,Casing",MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-14,Impeller,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Mediano
GWP102-SP-15,CaseVolute,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-16,Casing,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Grande
GWP102-SP-17,Casing,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Grande
GWP102-SP-18,PackingOutlet,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-19,Outlet,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Mediano
GWP102-SP-20,O-ring,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-21,CapFiller,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-22,"Packing,Inlet",MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-23,inlet,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-25,PackingCoupling,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-26,CouplingHose,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-27,RingHoseClamp,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-28,BandHose,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-30,StrainerComp,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-6,Cushioning,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,
GWP102-SP-7,ConnectionPiece,MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Chico
GWP102-SP-8,"Cover,Casing",MOTOBOMBA A NAFTA  100LT 18MT INGCO GWP102,Mediano
GWP202-SP-1,EngineFc170,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Grande
GWP202-SP-1-11,ValveSpring,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",
GWP202-SP-1-13,IntakeValveSeal,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-1-16,CylinderHead,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",
GWP202-SP-1-19,Muffler,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Mediano
GWP202-SP-1-2,CylinderHeadCover,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Mediano
GWP202-SP-1-25,Carburetor,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",
GWP202-SP-1-28,AirFilter,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-1-3,"Gasket, Valve Cover","MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-1-33,INTAKEVAVLE,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-1-34,ExhaustVavle,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-1-37,"Gasket,CylinderHead","MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-1-38,PistonRingSet,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",
GWP202-SP-1-39,Piston,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-1-40,PistonPin,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-1-41,"Circlip,PistonPin","MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",
GWP202-SP-1-42,ConnectingRod,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-1-45,Crankcase,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Grande
GWP202-SP-1-46,OilSeal,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",
GWP202-SP-1-47,Flywheel,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Mediano
GWP202-SP-1-48,COOLING FAN,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Mediano
GWP202-SP-1-51,Blower Housing,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Mediano
GWP202-SP-1-52,RecoilStarter,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Mediano
GWP202-SP-1-53,EngineSwitch,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",
GWP202-SP-1-54,IgnitionCoil,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",
GWP202-SP-1-56,Bearing6205,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-1-57,Crankshaft,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Mediano
GWP202-SP-1-59,"Gasket, Crankcase Cover","MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",
GWP202-SP-1-66,Governor Gear Bracket Assy,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-1-67,Governor Spring,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-1-68,Idle Spring,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",
GWP202-SP-1-69,Throttle Linkage,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",
GWP202-SP-1-78,FUELTANK,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Extradimensional
GWP202-SP-1-8,ValveSpringSeat,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",
GWP202-SP-1-9,ValveSpringSeat,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-11,SealMechnical,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-12,Impeller,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Mediano
GWP202-SP-13,Case Volute,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Mediano
GWP202-SP-14,O-Ring,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-15,Casing,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Grande
GWP202-SP-15-26,Pump housing assembly,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Grande
GWP202-SP-16,REPUESTOGWP202-SP-16PUMPVANE,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-18,"Packing,Inlet","MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-19,Inlet,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",
GWP202-SP-22,RING HOSE CLAMP,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-22-29,CARBURADOR,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Mediano
GWP202-SP-23,Packing Coupling,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-24,COUPLING HOSE,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-25,PackingOutlet,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",
GWP202-SP-26,Outlet,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Mediano
GWP202-SP-28,Strainer Comp,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-7,"Cover,Casing","MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",
GWP202-SP-8,"SealRing,Casing","MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-A.B,accessory bag,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",Chico
GWP202-SP-A.F.E,Air filter element,"MOTOBOMBA A NAFTA  550LT 28MT INGCO GWP202 INDUSTRIAL 7 HP 2""",
GWP302-SP-1-11,VALVESPRING,MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,Chico
GWP302-SP-1-13,INTAKEVALVESEAL,MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,
GWP302-SP-1-16,CylinderHead,MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,Grande
GWP302-SP-1-18,"GASKET,EXHAUSTPIPE",MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,Chico
GWP302-SP-1-19,Muffler,MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,Mediano
GWP302-SP-1-22,"GASKET,CARBURETORINSULATOR",MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,Chico
GWP302-SP-1-23,CARBURETORINSULATOR,MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,
GWP302-SP-1-24,CARBURETORGASKET,MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,Chico
GWP302-SP-1-25,CARBURETOR,MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,
GWP302-SP-1-28,AirFilter,MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,
GWP302-SP-1-32,Spark Plug,MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,Chico
GWP302-SP-1-33,IntakeVavle,MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,Chico
GWP302-SP-1-34,ExhaustVavle,MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,Chico
GWP302-SP-1-37,"GASKET,CYLINDERHEAD",MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,Chico
GWP302-SP-1-38,PistonRingSet,MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,Chico
GWP302-SP-1-39,Piston,MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,Chico
GWP302-SP-1-41,"Circlip,PistonPin",MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,
GWP302-SP-1-42,ConnectingRod,MOTOBOMBA A NAFTA 1000LT 32MT INGCO GWP302 7HP 4TIEMP. INDUSTRIAL,
